;rating;comment
6212;9;Guaranteed delivery and product quality.
6213;10;Good service, technical support and quality of their products.
6214;8;Their responses are fast and in general very good attention
6215;10;At the moment we have not had problems with the information and / documentation, in case of specific problems the response and resolution has been quick.
6216;8;I can refer very well to the area of industrial chemicals and food. I have not had the same support in other areas.
6217;10;They have the requested products and respond on time
6218;10;Very good service
6219;8;QUALITY IN PRODUCTS
6220;9;It is a company that shows support with very good quality products.
6221;8;Products of very good performance and excellent quality.
6222;8;The service is excellent, we would like it to be more frequent
6223;10;Offers high quality product
6224;8;Excellent service and quality
6225;9;They are very attentive to customer requests and update us with important information for our business.
6226;9;Excellent chemicals, but not so good when it comes to seeds.
6227;9;Agile and very attentive service, always worrying about our demands and providing an excellent alignment with our processes.
6228;8;BASF has always served with excellence, providing support when necessary, meeting deadlines and having a great operational team.
6229;9;Reputation, quality
6230;9;Product reliability
6231;10;They are products of the highest quality, which help to improve productivity in crops
6232;8;Excellent technical and administrative assistance
6233;9;It is a serious and responsible company, as well as a leader.
6234;10;Very professional and very good products.
6235;9;They are products of excellent quality and support.
6236;10;BASF IS A VERY GOOD COMPANY, IT HAS GOOD PRODUCTS
6237;9;It has a product of recognized effectiveness in Mining Processes
6238;8;Very good communication, predisposition to solve problems, constant quality improvement and open to new developments.
6239;9;The supplier is good, but a little more agility is needed in the returns.
6240;8;Because the company focuses on the customer
6241;9;For excellence in their products.
6242;9;General reliability.
6243;8;Product line and global reach
6244;10;Confidence
6245;9;Always served with quality and speed
6246;8;"Good products and great technical support at Scania.
 obs. The comment above boils down to the technical and non-commercial aspect, as it does not maintain this type of contact."
6247;9;Company highly committed to quality, technology and customer service. We are always asked to help with any proposed topic
6248;9;I worked at BASF and I have a great view of the company
6249;9;Commitment to demands. They manage to meet variations, even with the high lead time we have.
6250;9;Because BASF is a global and well-organized company.
6251;9;Good company, delivers good quality products
6252;8;BASF is a very good business partner to work with, but in recent times it has not introduced us to new materials technologies.
6253;8;excellent service
6254;10;It is a company that manufactures reliable quality products.
6255;8;BASF is a great company, with great professionals. 8, as we recently had problems and quality in the supplied products. I believe it is necessary to resume the robustness of past supplies.
6256;10;It is a strategic supplier for Firmenich
6257;10;For the excellent advice and technical support
6258;9;It is a supplier with a wide variety of products.
6259;10;"BASF has technology, service and products according to the business I manage; they always have excellent availability to solve our problems. Added to availability, experience in the paint industry, they know our business."
6260;10;It is a very serious company
6261;9;Good team, responsible company with a great history
6262;9;"Good Morning

 Very good service and quality."
6263;10;WORKING WITH BASF FOR 15 YEARS AND ALWAYS MATCHED ABOVE EXPECTATIONS!
6264;8;Products with high efficiency.
6265;10;It is a large global company, which invests a lot in R&D, always bringing new solutions for agribusiness.
6266;9;Relationship
6267;8;Service and technologies
6268;8;Quality and innovation.
6269;9;Good product quality and good service
6270;8;One of the largest companies in Brazilian agribusiness
6271;9;BASF has very high quality products and services, as well as technical support at the height.
6272;8;Basf has excellent products.
6273;10;Extremely reliable innovative company, with a first-rate technical/commercial body.
6274;8;great service
6275;8;"EXCELLENCE IN QUALITY PRODUCTS AND HIGH PERFORMANCE IN THE FIELD. GENERATING RETURN AND CONTROL;
 TRANSPARENCY AND LONG-DATE PARTNERSHIP WITH SUPPLIER"
6276;9;suitability, product quality and many human values in the team.
6277;10;Great response time, service and product quality. High product prices continue to be an important barrier to new trade negotiations.
6278;10;Good portfolio, good service team, partnership in field and relationship actions (internal - consultants and external - producers). Aligned with the company's strategies.
6279;9;Excellent attention and service
6280;9;Reliable portfolio, good technical and commercial support. Good ally.
6281;10;BASF = Reliability
6282;8;We have a good relationship with this company, we are well served by the responsible rtv, as well as we can confirm in their products entirely.
6283;10;We had no problem...
6284;10;SERIOUSNESS IN SERVICE, TECHNICAL QUALITY OF PRODUCT AND SERVICE
6285;9;the multinational company that opens many doors
6286;8;I have great technical support when I need it. In addition to producing quality products.
6287;10;Good service, relationship, products.
6288;10;because of the high price
6289;10;We had a problem with the client and we were quickly assisted by the Commercial and Technical Area of Basf in Brazil. Basf provided all the support necessary for us to understand the problem and identify the causes of the failure.
6290;8;"excellent service
 unquestionable quality"
6291;9;For the quality of the product.
6292;8;reliability and innovations
6293;9;The brand and innovative and quality products.
6294;8;Worldwide supplier, team, innovation, portfolio, partnership and competitive prices.
6295;9;Excellent
6296;8;EXCELLENT PEODUTES
6297;8;Because we are not making purchases as often as before, but we trust and have the products available whenever necessary and for the attentive service they have.
6298;8;Solid company in the international market. Despite the bureaucracy, all business procedures are well structured. Reliability of product quality is grade 10.
6299;9;Performance of your products and the technical contribution of the sales team
6300;9;The Company has excellent service from the sales team and the technical area, being very attentive and responding quickly. They provide excellent technical support and are always very present and partners.
6301;10;I really like the portfolio, I have the option of producing different sensorials with the same product, optimizing a lot.
6302;9;The flora team is very well attended by the sellers, Edson Godoy, Fabiane Hypólito and Matheus Ribeiro. Whenever we activate the Basf team, we have quick returns, we have flexibility in negotiations, they are always present at Flora.
6303;8;Structure and solidity of the Company, form of relationship, fulfillment of assumed commitments and willingness to find solutions with competitive total cost of ownership.
6304;9;"Knowledge and technical support.
 Agility in delivering samples."
6305;9;services
6306;8;Excellent service and product quality
6307;9;Good service and quality products.
6308;8;punctuality
6309;10;Punctuality in deliveries, material quality, flexibility and titles always placed in DDA
6310;8;Serious company, with competent professional teams and excellent manufacturing and laboratory facilities.
6311;10;Reliability and Technology
6312;10;Product quality and service
6313;9;Quality of products and packaging, excellent service and information,
6314;10;Excellence in commercial service and product quality.
6315;9;excellent product, packaging and team
6316;9;For the excellent technical and commercial service.
6317;8;The reason for the certainty of recommendation is that today the BASF company is a reference in the world within the markets that it operates and maintains in Brazil a high-level technical and commercial body that serves us in a pleasant and competent manner. After the initial discussion, which is usually linked to technical results, we do not need to be sure of closing deals, as another discussion will be about costs and in this line of thought we understand that it is always interesting to take our needs for analysis by the BASF team.
6318;10;For the quality of the products and the service provided.
6319;8;because it is a serious and innovative company
6320;9;Reliable supplier, in quality and delivery time
6321;8;For its quality system
6322;8;High quality products, very good customer service
6323;9;Very good products
6324;10;The service is very good, always informing
6325;9;Company with excellent products, which provides quality after sales. Always thinking about the customer's success.
6326;9;It seems to me a serious and responsible company.
6327;8;It is a good company, with good raw materials, good technical advice, but in recent times with a very slow commercial response (samples-prices).
6328;9;The products are great, but the response times are very slow. Businesses are more dynamic and on many occasions we lose opportunities due to slow responses. I don't think it's the people, it's the internal processes or the work overload
6329;10;Customer service is excellent and very timely, however, for some time BASF has had problems with the volume necessary to supply the market's needs, especially with regard to vitamin E.
6330;8;Quality products with good response and delivery time
6331;9;It is a very professional and reliable company with excellent products for the agricultural sector
6332;10;The products are of good quality and have good gloss
6333;10;I see that it is a very consolidated company in its area.
6334;9;Good customer service, very good quality products, good service from the salesperson.
6335;9;For reliability in raw materials, studies and support. They should improve prices on some materials.
6336;9;Reliable company, with a high level of innovation, product development and staff with a high warmth of service.
6337;10;Reliable supplier.
6338;9;BASF is a great supplier, reliable in quality.
6339;10;BASF is a spectacular company, very serious, very professional, its products are of the highest quality
6340;8;It is a very well established, organized company with future growth.
6341;8;Excellent service, excellent quality products, prompt response
6342;10;"Quality of your raw materials.
 Technical service."
6343;10;Because they offer quality products.
6344;10;They are a stable and recognized company that works under standardized systems with certification, procedures, etc.
6345;8;reliable company, good products, good team.
6346;9;Quality and technical support
6347;9;Quality of its products, quality of customer service and commitment to them
6348;10;Good products, recognized brand in the market.
6349;10;For quality and service
6350;8;Serious company, and with a professional service of a very good level, products of excellent quality
6351;9;Product arrival times are very long
6352;10;Quality and seriousness company
6353;10;Quick attention, clear answers
6354;9;serious company, respected
6355;10;Good service and product availability
6356;8;Serious company with quality products. Good support structure.
6357;8;For the quality of its products, the variety and ease of obtaining them. Along with highlighting the excellent service of its representatives.
6358;9;They are products of technical excellence.
6359;10;for the quality of your product
6360;10;fast answer
6361;8;company would be, extremely honest, fulfill what it promises, partner, produces quality products etc.
6362;9;BECAUSE BASF IS A COMPANY THAT GIVES TECHNOLOGICAL SOLUTIONS TO ITS CUSTOMERS
6363;10;Good quality of products.
6364;9;Great quality product
6365;9;Product quality
6366;9;it is not being ten, as they are changing our service representative.
6367;10;For the quality of the product!
6368;9;Excellent company
6369;10;Product quality!
6370;8;BASF, through its SUVINIL product line, meets the highest quality standards for the paint and paint add-ons market.
6371;8;Product Quality
6372;9;BECAUSE I BELIEVE IN THE BRAND AND IN THE PRODUCTS PRODUCED BY IT
6373;8;Yes because I have been reviewing for many years and I believe in BASF
6374;10;SERIOUS COMPANY, WITH GREAT QUALITY PRODUCTS...
6375;8;Multinational and excellent brand.
6376;9;a very good brand well accepted in the market
6377;9;Product quality
6378;10;"I work with basf products for over 30
 Years and it's a very serious company to work for. Is involved with the progress of partners"
6379;8;Safety
6380;9;high quality products
6381;9;knowing that I will have no problems with the indicated products.
6382;8;products with quality and serious company in the Brazilian market.
6383;8;Product quality and service provision
6384;8;PRODUCT QUALITY, DURABILITY, AND SERVICE PROVISION
6385;10;quick service
6386;10;Serious company committed to the customer
6387;9;Product quality, and trust in the brand.
6388;10;Quality in products
6389;9;Because it is a very transparent and high quality company
6390;10;very high quality products, excellent service and good profitability in the resale
6391;9;I consider the products with high technology
6392;10;was the brand we chose to work with due to its quality ...
6393;8;Quality, transparency, suitability, professionalism, tradition, competence, innovation, technology and excellent service from all.
6394;10;Quality. innovation, technology, colors, great service, professionalism and friendliness from everyone and even better, there is no pride or arrogance in any of the team.
6395;10;QUALITY
6396;10;payment conditions
6397;9;Great products and great advice
6398;9;I have full confidence
6399;8;here in my store I work with another brand as well....but the quality of basf is unsurpassed....yield, application and durability
6400;10;company, committed to the customer and to products of excellent quality.
6401;9;Ink with excellent quality, recognized by those who know ink.
6402;10;Superior product quality
6403;9;Excellent Company. Partner. Excellent return when requested.
6404;10;high quality product
6405;8;Quality and reliability in the product,
6406;10;Credibility,
6407;8;ALWAYS WILLING TO SERVE WELL AND ASK ANY DOUBTS
6408;10;good service
6409;8;And a group committed to serving customers
6410;9;Company with service, exceeding all expectations. Quick solution in all situations.
6411;9;because of the strength of the brand in our market
6412;8;The only thing that BASF (subs) fails is in logistics, very choppy deliveries
6413;10;"Very faulty logistics.
 Fractional deliveries negatively compromises the management of our stock, excess paper (NF and bills) generates more work and compromises the service to our end customer, given the constant stock outs. This causes us loss and great dissatisfaction.
 This complaint has been around for a long time and so far I haven't seen a move by Basf to correct it.
 By way of information, Akzo manages to deliver practically 100% of orders to us within 7 days."
6414;9;High quality products
6415;10;Trusted brand and products.
6416;9;"Brand confidence
 Quality products
 Concern for customers
 Fair trade policy
 Effective sales team"
6417;10;QUALITY
6418;9;great product
6419;10;for being a good quality product
6420;9;For the good service and general quality of the products.
6421;9;The representative serves us with the greatest possible attention, and because it is a quality material
6422;10;quality products, responsible team, positive company
6423;8;Confidence in product performance
6424;10;Quality products, excellent service, punctual deliveries. I am very satisfied with the service provided and the partnership with the farm.
6425;10;I believe that Basf is one of the best companies in the world.
6426;9;"one of the brand with credibility in products and innovation, always looking for a set of products in paints that really bring the consumer peace of mind when purchasing
 I consider this company very serious in what it does."
6427;10;I've always had a very good relationship with everyone who visits me at the store.
6428;9;High quality products.
6429;9;"Quality in products and service.
 Innovation."
6430;9;COMPANY WITH GREAT CREDIBILITY AND EXCELLENT PRODUCTS
6431;9;Product quality and efficiency.
6432;9;I recommend basf to everyone I know, but I think there's always something to improve in terms of customer relations.
6433;10;I'm replacing my colleague Mauricio, who no longer works with us, and the experience has been great
6434;9;Quality of products, excellent service.
6435;8;reliability, competitiveness and service structure
6436;9;"It is a responsible company, with a willingness to reach favorable agreements with its clients, an excellent pre-post sale service.
 and above all to maintain the quality of its products over time"
6437;8;IT IS AN EXCELLENT COMPANY, H SMALL THINGS OF THE SERVICE TO IMPROVE, BUT IT IS WELL EVALUATED
6438;10;Basf is a renowned company with a quality product and service.
6439;8;The human team they have is doing very well, and they always try to meet our needs, but like any large company, it suffers from some logistical problems, several times not being able to meet the defined deadlines, a logistical problem more than a commercial one.
6440;10;It is a trusted and global company of recognized quality.
6441;10;THE CONSULTANT IS ALWAYS PLEASANT AND HELPFUL WITH THE STORE AND PRODUCT QUALITY
6442;10;Good products, good service, good quality.
6443;10;Company with track record and credibility in the market
6444;10;Because it is a reliable supplier, with products of a high standard in quality and the negotiations that have been carried out, have already been carried out happily, in addition to the collaboration of the people with whom it has contact who attend all the requirements both in quality as in the technical part.
6445;9;The experience that I had with all the BASF officials that I contacted is excellent, their treatment and clarity of information
6446;9;The products and services offered by BASF are of high quality. The after-sales support is outstanding.
6447;9;Briefcase
6448;9;Good customer service
6449;10;They are very organized, reliable in their attention and response.
6450;8;It is a reliable company, with good support and experience in the market
6451;10;BASF has been a strategic ally of AzulK during the last years. The relationship with BASF is one of mutual support and trust that we both win. The innovation, commitment and dedication that BASF has contributes to AZULK's organizational objectives.
6452;8;Quality of the products it offers.
6453;9;Quality, experience and innovation
6454;10;"* The catalog of products they handle is very complete.
 * The delivery logistics is very punctual and reliable.
 * They have very good commercial conditions"
6455;10;I consider the global company and its working philosophy to be very good.
6456;10;The time I have known about BASF, and as far as I have dealt with their staff, reflect professionalism and that they care about customer service and solving problems that may arise, giving the image of a solid company and very serious in dealing .
6457;10;They have several areas of opportunity to improve
6458;8;For their prompt attention, variety of products, and fast shipping and above all affordable prices.
6459;10;I think it is a serious and trustworthy company.
6460;8;are products of proven efficiency
6461;9;Quality, Safe, Reliable, and Records Products
6462;9;Prepared people
6463;10;offers quality products and deliveries on time and form as well as immediate billing
6464;10;THE quality and breadth of its product portfolio
6465;9;The time of work with the group is of more than 25 years.
6466;10;they are a reliable supplier, compliant and quality product
6467;9;They have always complied with everything agreed and the prices are accessible. Quality is also a great virtue.
6468;9;Product quality, response time and quality of service from sales representatives, compliance with agreed delivery deadlines
6469;10;Sometimes scheduled order deliveries are not fulfilled
6470;8;Quality, reliability.
6471;8;High quality products
6472;8;Excellent service, prompt attention and support at all times. Return will of both vendors and logistics and customer service responsibles.
6473;8;QUALITY IN PRODUCTS, EXCELLENT CUSTOMER SERVICE
6474;10;It is a company with a highly qualified reputation and quality.
6475;9;The seriousness of the company, years of working with its products and very serious research work.
6476;9;We do monthly monitoring of the forecast and when for any reason we have changes in the same Basf it offers several alternatives to solve it
6477;9;The company has been able to meet our needs, although it is sometimes difficult to access contacts or information given the compartmentalization of the business areas.
6478;8;Quality Products
6479;10;reliable products, trajectory, efficiency and high development and research of raw materials turned to the market.
6480;9;For being a serious and quality company but that can sometimes be bureaucratic
6481;9;For the assurance in the quality of the products and the good experience in commercial and technical attention and response to claims.
6482;9;Lately they understand the ARGENTINE customer. To look beyond the physical in the client, you have to look at the values, the trajectory and trust.
6483;10;It is a strategic supplier with quality products.
6484;9;The responses obtained to the consultations made were very full of technical content and satisfactory, complying with what was expected.
6485;9;It is a serious, organized company with a good image worldwide.
6486;9;Prompt service and commitment to better service.
6487;8;Company with quality products, service and price
6488;10;Assured quality products, quick delivery times, customer service, competitive prices.
6489;9;great relationship
6490;10;I would recommend Basf for knowing the quality of its products in addition to all the technical and logistical support behind the distribution.
6491;8;"There is a lack of flexibility in the agreements.
 It is not always possible to go with the program and when we need to change something, it would be nice if we could check."
6492;8;"Basf has good products, good technology on board.
 It has a history of contribution to the market."
6493;9;"Extremely reliable quality and competitive prices.
 Supply guarantee."
6494;10;Good products, good service and partnership with Rudnik.
6495;10;Because it is a serious company that invests in technologies
6496;10;BASF is an extremely reliable company and only works with cutting edge products.
6497;10;Excellent portfolio of products that meet the needs of the crop.
6498;9;Firstly, because it is one of the largest companies in the agricultural sector, which generates trust. Products that add value to the consumer, not harmful to the environment. The company develops new technologies for agribusiness, and in addition, RTV is always present, ready to help with whatever is needed.
6499;9;BASF products are of excellent quality and the results in the field are excellent.
6500;10;reliability, backup, security
6501;8;A very serious company, with very good products, throughout its chain, and a very good commercial positioning is achieved
6502;8;Product quality and seriousness in the way of doing business
6503;8;Quality products and complete portfolio
6504;9;High quality products and trained, efficient and reliable human resources
6505;8;Excellent products, very good commercial service. Administrative attention and synergy between subareas of the company would be lacking.
6506;9;Excellent work from your sales representatives, technical service and financial back-up
6507;10;excellent quality, performance, and responsibility.
6508;10;Variety of products, excellence in each one of them. Service
6509;9;Very good products, both in composition and in their performance in the treatment of batches.
6510;8;Confidence and security in the use of the products !!
6511;9;innovation, presentation, development
6512;8;WE HAVE GOOD RESPONSE FROM THE TECHNICAL AND COMMERCIAL TEAM.
6513;10;good products
6514;9;excellent service from the representative always attentive to the company's orders.
6515;8;Excellent quality products and personalized attention
6516;10;For seriousness and innovation
6517;8;Reliable, high-quality products
6518;9;Agree with the products, the treatment of BASF representatives, with the commercial conditions and the attention.
6519;9;For the quality of its products
6520;9;responsible company.
6521;9;A company with an excellent portfolio and product quality that is always making large investments in search of new technologies for the growth of Brazilian Agriculture.
6522;10;For the clarity of working, already knowing the margin without having to meet targets, a product with good acceptance, good relationship with BASF personnel.
6523;10;Products with good performance in the field.
6524;9;Products with quality and efficiency.
6525;8;Technical positioning, security, complete portfolio.
6526;10;RELIABILITY
6527;8;Product quality, reliability, seriousness.
6528;10;Quality and service palette
6529;9;EXCELLENT SERVICE, GOOD PRODUCTS AND EFFECTIVENESS.
6530;9;quality and warranty products
6531;8;Company that now focuses on cooperativism, and has products of excellent quality and effectiveness.
6532;10;why the products are very good and effective
6533;10;I am satisfied with the company. It is serious and does what it says. Has good products
6534;9;For the good products, for the seriousness and for the good predisposition to solve any type of problem.
6535;10;has quality products that offer concrete solutions.
6536;9;It is a very reliable company
6537;10;"Excellent product portfolio.
 Clear commercial and pricing policy
 Sales team clarity and confidence
 VERY good credit and payment policy with cereal exchange."
6538;10;"Excellent quality of the products, good support throughout the purchase process. Good technical inflation
 Competitive prices"
6539;9;VERY GOOD COMMERCIAL SERVICE, VERY GOOD PRODUCT PORTFOLIO. ALWAYS WILLING TO ANSWER YOU. LOGISTICS IS THE ONLY SKINNY POINT.
6540;9;Excellent service and logistics of supplies ....
6541;9;For the attention of the staff, agility in the responses and quality of the products
6542;9;Good products, good technical support
6543;10;Because sometimes its processes and negotiations are clearly skewed to the convenience of BASF and not of the client.
6544;8;Because it is a serious company, with effective and quality products, they have a responsible job of accompanying their brands, and their negotiation policies are good
6545;9;because they are products with guarantee and effectiveness, in addition to the variety of products
6546;9;High quality products and efficient solutions for the agricultural sector
6547;10;Good customer service and good products
6548;9;Customer service, advantages of having representatives in the country.
6549;9;The quality of the products, the technical advice provided by the sales sector, the organization in the deliveries, the permanent innovation of the product portfolio and the personal treatment that one achieves beyond being a multinational both with the sellers and with the management. .
6550;9;Good quality of material, good service
6551;9;quality products and service coverage.
6552;8;For the high quality and good support of the sales consultants
6553;9;Excellent supplier!
6554;10;Quality, brand positioning, market knowledge,
6555;10;Excellent seller, he cares and is constantly informing
6556;8;excellent products
6557;10;because their products are of excellent quality
6558;10;For your service and delivery
6559;9;The quality of the product is reliable.
6560;8;Basf is a company that I consider as an example of quality products.
6561;8;Product safety, technological innovation, technical support (RTV), total efficiency of results
6562;8;The grade I attribute to being on the side of the agricultural input sales chain. And the greatest weight of this note refers to the profitability generated with the BASF businesses.
6563;9;RTV's service.
6564;8;BASF PRODUCT PORTFOLIO DELIVERS WHAT THE PRODUCT REALLY NEEDS. THE BRAND BRINGS SAFETY TO THE MARKET THROUGH THE SUITABILITY AND QUALITY IN WHAT IT DOES.
6565;9;Confidence
6566;9;"Company focused on R&D with extremely efficient products that generate the expected results in the field.
 I put 9 and not 10 for the reason of being a little cast in terms of commercial flexibility."
6567;10;Extremely commercial and quality products, attractive Ribate, Demand actions with interesting customers.
6568;8;Good partnership and good products.
6569;10;Products with a broad record of cultures and adequate phytosanitary controls.
6570;8;Excellent quality products.
6571;9;High quality products
6572;9;Company with excellent portfolio.
6573;8;BASF products are of excellent quality
6574;10;"- Delays and unavailability of some products already sold in the field.
 - Territory management"
6575;10;Because it is a company dedicated to innovation and quality.
6576;8;QUALITY PRODUCTS, EXCELLENT SALES AND TECHNICAL SERVICE.
6577;10;There is a quality endorsement in BASF products
6578;10;"Because they have a range of high quality products.
 Because they have a monitoring system, excellent professional."
6579;10;Basf is a world-renowned company, with high-quality products.
6580;9;Because our company (JCM AGRÍCOLA, SRL) has been a BASF customer for more than 10 years and during that time it has been our main supplier and we have witnessed the excellent quality of its products and magnificent technical and commercial support, meeting our requirements. our most complete satisfaction.
6581;8;It is a company with good products and services, but not very flexible.
6582;9;"For the quality of the product.
 Organization and logistics of the company.
 For its presentation."
6583;9;A bit slow in response time to actions.
6584;10;Excellent planning, response to different business needs with optimal response times when they depend on the CR unit.
6585;8;Because BASF has and will develop state-of-the-art technology.
6586;9;"Mainly because it seems to me a company that bears ""the German stamp""; which implies seriousness, responsibility, trust, security of the quality of its products and procedures, etc. etc etc."
6587;10;Excellent sales and technical service.
6588;10;Due to the product portfolio, and due to the attention of the commercial and technical representatives.
6589;9;seriousness in the company and reliability in products
6590;10;Serious company committed to sustainability and prevention of the environment!
6591;9;Quality products, a reference company in the market, tradition.
6592;8;Complete portfolio, consolidated in the market
6593;10;company and excellent quality products
6594;10;Ana Costa, performed an excellent service.
6595;9;Extremely trustworthy company with products that meet the needs of Agro
6596;8;Serious company with a defined policy.
6597;8;It has an almost complete portfolio with high quality
6598;9;Precise, routine and immediate follow-up and support. And that's what the producer needs.
6599;9;Company with excellent portfolio, great service
6600;10;Basf is a reference in sugarcane furrow treatment... the area where I most work today.
6601;10;Highly reliable products and state-of-the-art technology.
6602;10;Quality products
6603;8;It is a company recognized worldwide, where its recognition is due to the success of its services and above all the quality and variety of its products. Problem solving is effective, where time is money and simplifying problems is a way to help us as customers. Your team is very professional and helpful. I totally recommend BASF. We hope to continue working together and maintaining that company-client relationship.
6604;8;"Excellent quality of our products and great customer service
 RTV"
6605;10;Lack of registration for some important cultures in our region.
6606;8;Reliable company with a good portfolio and great professionals.
6607;10;Because it is a company that invests in research, and its products deliver a proposal for results.
6608;10;The good relationship and the work for sale.
6609;8;Very good company
6610;8;BASF is a large company, reliable and a partner of Vogler for many years.
6611;10;trustworthy company
6612;8;Excellent quality product
6613;9;We trust the reputation and quality of BASF products and are partners in the Human Nutrition segment for the production of vitamin blends.
6614;8;great service / punctual delivery and an excellent relationship
6615;10;The best technology applied in this industry is available in this organization
6616;10;The quality of care from all our account advisors and also from the products
6617;8;Good support and fulfillment in the generated orders.
6618;10;From my perspective, BASF (Surfactants) has an image of a company with high quality standards, a good product portfolio with a wide range of applications.
6619;9;For the quality of its products.
6620;8;The supplies that BASF produces are of very high quality and at the same time guarantee the quality of the final product to be manufactured, the quality standards are fully guaranteed.
6621;8;No one doubts the quality of the products that BASF makes, so by recommending a company like BASF, we are assuring any friend or colleague that they will have high-tech and safe products at their fingertips.
6622;10;BASF products are of quality that are maintained over time which gives security in production
6623;9;The excellent attention of our contact Daniela Serrudo
6624;8;Timely attention and commercial support
6625;10;In Antioquia several brands of INSECTICIDES are handled, however BASF QUIMICA is a leader in suspensions with TENOPA and FENDONA for their good price and efficiency, I put 8 because really the RODENTICIDA STORM is not strong here since it has not shown either bad or good results on our clients.
6626;9;"In general evaluation it can be said that the service is very good, they have very good materials and very good technical assistance. They generally serve the customer's need with speed and efficiency and most of the team is highly trained to carry out the task. Today it can be said that they have the best technical assistance in the plant. From the management, they provide quick solutions that meet the needs of both day-to-day and new developments.
 As opportunities for improvement:
 We must continue working on the development of materials as some are inferior to those of the competition.
 Some of the technical advisers have to continue training and take a more proactive stance.
 I believe that they still have a lot to give and they should be one step ahead of us in what are new materials and technologies in order to always be able to offer the best."
6627;9;Good service and top quality product
6628;10;Efficient management, timely information, excellent layout and service, quality products
6629;10;"SERIOUS COMPANY WITH QUALITY PRODUCTS
 SPECIAL SITUATIONS TAKE TIME TO BE RESOLVED"
6630;9;"A very respected company in the market, always following new technologies and ready to serve us.

 Always delivering products with quality control as needed.

 Immediate service and provision of services, and with solutions to problems with a total rigor of counter-evidence analysis and clarity."
6631;10;Excellent technical support, quality, commitment to the customer.
6632;8;Quality and availability of the purchased product.
6633;10;Always very well attended and with great quality products.
6634;8;quality and excellent commercial/technical service
6635;10;Basf's staff is very helpful in solving problems.
6636;9;Quality product and highly qualified professionals.
6637;8;BASF is a trustworthy company, has products with good controls in their production and a good name in the market
6638;10;Product quality and service.
6639;10;Excellent products, first-rate service and punctual scheduling of inputs.
6640;8;I think it's a good grade, and it takes some tweaking to get to 10!
6641;10;Quality products, helpful and dedicated staff.
6642;9;Knowledge and Partnership
6643;8;Quality and diverse products
6644;10;A great company, very serious, committed to innovation and excellent products.
6645;9;Excellent quality products.
6646;10;\good service, cordiality and excellent product
6647;8;Excellent product and service quality
6648;8;Excellent company.
6649;8;Constant technical support and openness to listen to proposals that often challenge development time standards.
6650;8;Proactivity of the technical area, seeking to optimize schedules and anticipate risks.
6651;8;For the efficiency and dedication to deliveries and new projects.
6652;8;Prompt service and credibility of the team and products.
6653;9;Excellent technical support.
6654;9;Commitment
6655;9;Reference in segments of polymeric inputs.
6656;9;confines in the product and the sales team
6657;8;"I recognize at BASF a great respect for its customer, its distributor, and its team.

 My feeling is that BASF is the company that most values the distributor's sales force."
6658;8;Product performance.
6659;10;I have a business relationship with Basf for many years and I perceive a linear behavior over time, the portfolio and the quality of the products serve the farmer very well. The Cooperar Program has been of great value to Coopercitrus and other employees in the Sales sector. Today there is a gap in citrus culture that is important to Coopercitrus.
6660;9;Serious company, with a good portfolio and a prepared team.
6661;10;Credibility and commercial alliance.
6662;10;Fundamentally for the high degree of relationship, for the partnership, for the seriousness and for the people that make up its professional staff.
6663;8;seriousness and tradition
6664;8;"Company has improved commitments and delivery.
 Wide product portfolio.
 Partner in Cooperative events."
6665;10;Reputable company with high-tech products already tested for several years and with excellent agronomic performance
6666;9;Products that present security for the producer.
6667;9;Ethical and highly transparent company ...
6668;8;Serious and responsible company.
6669;8;Excellent products
6670;10;Product quality and performance! Tradition and the people who serve us at BASF make all the difference! It certainly adds a lot to us.
6671;9;"I've been working with the company for a long time, it has a focus on the fungal preventive program, an option that gives me more security and peace of mind
 The company, taking out the problems with availability of punctual products is always available for us to help."
6672;9;The company has several excellent products that are specific for pests and diseases in the main crops of economic importance in Brazil, such as soybeans, corn and beans.
6673;9;STRONG PARTNERSHIP WITH BUSINESS RECIPROCITY
6674;9;FOR THE CIA'S PROXIMITY WITH PARTNERS
6675;9;Proximity and partnership with RTV, High quality products
6676;9;Size, ethics
6677;9;Investments in research, innovation in new molecules and products.
6678;10;Perfect portfolio for the segment of the company that works in Agribusiness, both for efficiency and flexibility of use.
6679;9;Good portfolio, but interaction focused only on the commercial, and not with the production
6680;9;OWNER COMPANY WITH GREAT SOLUTIONS.
6681;8;It is a century-old company, with an immense portfolio and which has a lot of credibility, its products are synonymous with quality and excellence.
6682;8;great products
6683;9;Excellent portfolio and solutions for your crop
6684;9;quality, safety, partnership
6685;10;high performance products
6686;9;trust in the company
6687;10;good products that serve the rural producer
6688;9;Transparent company, with a well-prepared team and an excellent portfolio of products and services
6689;8;BASF is a complete company!
6690;8;Reliability in performance and product quality
6691;9;Basf offers products with high technological value and reliable.
6692;9;The product offered met expectations most of the time
6693;8;Provider with solutions in various sectors and with several proposals for new technologies.
6694;8;PRODUCT QUALITY A IN SERVICE
6695;8;seriousness quality relationship
6696;9;We are very well served by the Acrylics Area Mr. Domingos Nunes de Faria and Mr. Fernando Souza.
6697;10;Excellent service
6698;9;A great commercial partner.
6699;10;Quality products and good service.
6700;9;The Basf team is highly committed and substantially supports any co-creation or new product development initiative.
6701;9;Company with great technology, staff committed to the business and the relationship with the customer.
6702;10;excellent service, always available to help, partnership and 100% loyalty
6703;9;Competitive and reliable company in terms of quality and service.
